id	answer
1481	Layoffs and furloughs are constant. No career paths. Morale is gone. IT function has so many controls in place you do nothing but fight through red tape. Starting a new project takes six months. Getti
1482	"Great pay, good people and interesting work. Failing to adapt to the markets they serve."
1483	The benefits are a joke- the healthcare is astronomically expensive and there's no company match.It takes years before you get any additional vacation time added (5 years until you get an additional w
1484	"Overall the company does not respect it's employees and is creating environment so employees leave. 3 weeks of furloughs, no pay raise 2 of 4 years, multiple layoffs within a single year. Very poor an"
1485	Stock price great trajectoryFlexibilityVirtual environment lack of trust in GV leadershipbenefits below industry standard
1486	"Even if not an engineer, you can ask questions to help understand technical aspects from engineers who gladly come to your aid. Once you leave they typically don't rehire leaving past in the past."
1487	Honeywell helped me grow professionally . I learned a lot from a lot of great leaders . Lots of growth opportunity and great pay A lot of fluctuations with the market in aerospace .
1488	40 hr work week. Average salary 12-hour time-zone difference with many teammates.
1489	Stable work environment in all aspects - good place to work most of the time - sometimes not Moving up hard - management out of touch - too much expected of you - pay way to low and no raises
1490	"Horrible benefits, furloughs, no longer able to WFH or have flexible schedules so work/life balance is poor, facility is run down and full of asbestos, no one knows who does what or how to get problem"
1491	- expectation to move into new roles every 18 months- results oriented culture- global footprint provides diverse environment
1492	Great company and a world presence. Management distracted by too many meetings and too much travel.
1493	There are none good things that I can say about this place. A job from hell is all I can say about this place.
1494	"Good systems, tools, processes...that said, it seems there is an expert process, tool, system, website, team for everything.....to a fault. Unfortunately..there is a functional expert in charge of of"
1495	"During my <2 years as an employee there were 3, week long unpaid furloughs, followed by layoffs. The last of which I was affected by and was let go."
1496	The shareholders' interests are top priority for Honeywell. Shareholders have zero interest in employee well-being; this is detrimental to the culture at Honeywell and therefore employee morale.
1497	
1498	"If you like overtime. this is the place Direct manager was inapt, had no people skills. Poor morale."
1499	"Constant layoffs, deteriorating benefits, toxic work environment. More and more work content being sent overseas. Honeywell is really an Asian company with a headquarters in the US."
1500	Good continuous improvement culture at all levels Not any ... treated me very well with alot of upward mobility
1501	"Very good working environment, very good people to work with Lack of job stability, lack of projects funding"
1502	Good salaryFinancially stableDecent work life balance Too many layers of bureaucracyPoor health coverage
1503	Does not provide stock incentive plans. Work life balance leans more towards work and on time performance and tight schedule delivery.
1504	"Because it is a global organization, Honeywell expects you to work around the clock. They do not hire engineers in North America because they would provide you with resources from countries such as In"
1505	Highly talented individual contributors and front line managersSmart regarding certain business decisions (global categories) Several furloughs/layoff in last 9 monthsInsurance is High Deductible plan
1506	Good career advancement for hard workers. Multi-industry allows for many different experiences. Frequent reorganizations. Healthcare plan expensive and has low benefits.
1507	"The company is going through a major re-org and they are letting people go, forcing employees to take furloughs, some people forced in to retirement and the benefits are becoming non-existant."
1508	An industry that is difficult to change and modernize. Retiring workforce without new engineers to maintain or improve the product.
1509	"Dave ""take the shoes off my kids feet"" Cote will do anything to his employees to make the bottom line and pad his own pockets. I hear he may be leaving soon. About 5 years ago, he set out his goal to"
1510	"Different business,worldwide prescenceGood profesionall long hours with no recognition.Management accused you for they mistakes, no team spirit"
1511	Constant Reductions in Force. Too many furloughs. Elimination of working supervisor positions. Products are transitioned overseas. Reorganizations created heavy top layer and small functional working
1512	Tough work environment with unreasonable project schedules. No time is allowed for the unforeseen. Schedule is king although management insists it is technical excellence.
1513	"- Poor communication from the corporate office, never ""in the know"" when needed- Some employees take advantage of their salaried position by taking excessive time off- Some disconnection between depar"
1514	Re-orgs after re-orgs once one was done you could set an egg timer for the next. Ability to work from home can eat away at work/life balance.
1515	No telecommuting--because the CEO's feelings were hurt one day. Bonuses cut in half. No raises. 3 furloughs already in 2016 with more to come. 2 RIFs. Active discrimination against older persons and w
1516	"Great reputation, people and location No permanent positions available after 2 years"
1517	"-Used to have great products, those are going down because of the moral damage that has been done.- 3 weeks unpaid time off YTD, rumor of more to come.- Bonuses cut in half- Moral is horrible. I dread"
1518	Highly capable teams with lots of work to do. Coworkers are friendly constant restructuring going on right now. Tons of jobs in flux with no end in sight. Maybe things will settle down next year
1519	"Fast-Paced, multiple projects and international opportunities Mafia-like work environment, inexperienced, young department Leader"
1520	"No raises, bonus cut by 50%, no dental insurance, no longer allowed to telecommute even though we have calls all over the work making it impossible to conduct team mtg. Excessive over time, health ins"
1521	The benefits are awful and keep getting worse. Honeywell pioneered medical testing for its entire employee base annually. We have only sky high deductible plans for medical and nothing special in any
1522	The personal touch at Honeywell Aerospace is gone and employees are a number rather than an asset. In 2016 we have taken pay cuts and unpaid furlough week off every quarter. As people leave they do no
1523	The older engineers are stuck in their ways and resistant to change. Don't trust anyone in HR. They go looking for gossip and act on it before speaking to you. You must hold your own council. They are
1524	Great company building and delivering great solutions Global role has large demands on your work / home life balance. but its fun
1525	"Great 401K, benefits, clients and managers. Plenty of work to do (I like to stay busy) and fulfilling providing customer support. Contract Ended - difficult to find another with this company."
1526	Deplorable CEO and upper management (John Waldron is President and CEO of Honeywell's newly formed Safety and Productivity Solutions (SPS) business group)
1527	"Flexible to allow working remote Low compensation and poor medical insurance choices, only 2 weeks PTO/yr. No company contribution to 401K until after a year."
1528	"Great job, people and benefits They are always downsizing jobs"
1529	The onboarding process is horrible. They sent notifications to my Honeywell email which I couldn't access. They didn't even notify me as to how I could set up my direct deposit. I felt like I was pull
1530	Not very organized.Goals very hard to maintainHiring is done through temp services.No benefits at all.Could take up to three years before hired to the company full time.Constant travel.No assurance of
1531	good facilities etc etc etc bad managers etc etc etc
1532	Frustrations with management. Changes in my immediate manager and director occurred on an almost yearly basis. The training programs provided did not always pertain to what was need to do the job.
1533	The fundamentally good ideas in processes like Six Sigma are constantly misapplied and product quality is sacrificed in order to meet a schedule.
1534	"Company allows for some flexibility in schedule. With the recent work furloughs and layoffs, there is no job security. As a result, the employee morale is low. High deductible medical insurance."
1535	Good career growth. I was promoted 3 times in 6 years. High turn-over in upper management. 6 plant managers in 3 years.
1536	"Unstable in Golden Valley with jobs moving out of country. With hiring freezes, no raises in 2016, riffs, and layoffs, it is difficult right now. This is not how it has always been. There have been a"
1537	"The company, specifically the Sensing and Controls division, is fairly risk averse. Given the size of the company and the tendency to be risk averse, you can find the implantation of the projects to b"
1538	"Health insurance isn't very good.A lot of free overtime is expected from Salaried employeesVery lean workforce, so we constantly juggle multiple projectsSeveral furloughs and layoffs lately."
1539	"Established company, competitive pay, strong stock Growing disregard for its employees"
1540	Overall good company. Lots of different career options and opportunities Salaries increases but given the current economy it is understandable - for the moment.
1541	"That meant ignoring a screaming, lunatic of a boss (there were far too many but I rarely saw mine), her assistant who broke down in tears 1-3 times each week, the numerous extra-marital affairs with V"
1542	The programs are intense because the resources are constrained. There are layoffs and furloughs happening often.
1543	Salary On time. Alot of learning Do many matrix reportingTo many meeting
1544	lots of network and community Less work more reviews Doc
1545	"Easy to make friends there. Good money. If previous shift did not do their job, and you have to call it in, you will be fired."
1546	Anecdote: Upper management recognizes benefits of morale. Middle management then tasked with setting standard to measure morale - employees caring enough about the company to submit their own ideas fo
1547	Continuing education in technology advances in product releases. Employees are required to increase responsibilities with unofficial titles with little to no merit.
1548	Narrow functional focus reinforced by compensation plans which prevents efficiencies across groups. Lack of recognition of the importance of IT to the success of the organization as digital transforma
1549	Executive leadership running it into the ground. Leadership doesn't give you the resources to be successful. They make horrible decisions and then get promoted.
1550	"Used to be much better Health insurance has gotten expensive and deductibles are high, layoffs and furloughs are now commonplace, employees are not appreciated"
1551	Good work and life balance Business moves at a slower pace
1552	"You get a paycheck every two weeks. Employees are not treated well. Culture of ""watch your back"""
1553	Good working environment. Challenging projects. Personal Growth stagnant. Lax attitude on deliverables and deadlines.
1554	#ReductionInForce #RIF You cannot make up the stuff that goes in Honeywell. HON only cares about operating income and #shareholder value. #Layoffs are a norm. This place is a #circus. You are constant
1555	"A severe lack of communication with employees, high turnover rate. They keep contract worker on, up to 2 yrs without converting them into full time employees."
1556	"Lots of work! Running very lean on heads, gives a daily challenge. Health benefits are very poor."
1557	Great place to work... Very friendly people...comfortable campus setting.... Traffic leaving the parking lot is sometimes difficult to manuver....
1558	"They expect you to work a minimum of 44 hours with no additional compensation with most managers ""encouraging"" a minimum of 50. No raises for 3 years, furlough twice, no incentives for hard work. No u"
1559	"During my 3 years as an employee there were 3, week long unpaid furloughs, followed by layoffs. The last of which I was affected by and was let go. take work on sat sun and even on labour day without"
1560	Can work for days and days and days. you will work 24 hours a day.
1561	Work/Life balance is pretty good. Not much opportunity to develop a career
1562	Good company in general. Good salary and benefits. Bad supervisors in charge of admin staff.With all the admin turnovers there should be more attention paid at the performance of the supervisor.
1563	"No capital investment.Micromanagement raised to absurd levels.Poor pay. Terrible benefits. Inept upper management.The first things cut in ""hard times"" are employees. Next comes benefits. Management (w"
1564	"It was bad but is getting worse... Constantly reduce US employees and move jobs to overseas to cut cost. In addition, Salary reduction, forced unpaid leave, bad medical benefits,..."
1565	"Benefits cut year after year and cost increases every year; pay raises extremely low (if at all), bonuses permanently reduced for most managers, recurring work furloughs, and continuous reorganization"
1566	"Flexibility, they trust you as a professional, lot of development opportunities. Market is unstable and this creates lot of stress. Need to create more stability for the employees."
1567	Expensive health insurance with $3000 deductible.Relentless focus on removing US employees in Aerospace and placing overseas.Layoffs and furloughs with no annual raises are happening more frequently.L
1568	"Horrible management! Older workers are not appreciated, and are routinely targeted for termination. HR touts a 1% termination rate, but people are forced to retire. They are forced because the company"
1569	Poor to middle salary.Health benefits cut. Huge copay or deductible of $3000 for familyNo merit pay- CEO got $25 million merit though.Not appreciated by management or corporate.Moved to hourly from sa
1570	"Furloughs, layoffs, low pay, slow upward movement. The management doesn't care at all about their employees. The CEO is retiring and is trying to artificially inflate the stock price before he cashes"
1571	it is a good place to work it has too many workflows
1572	"Benefits are terrible. Takes to many people to make a decision. Hiring process is not good, takes to long."
1573	its voted as the best admired employer. Oil and gas industry has been down and they just had a 5% work load reduction.
1574	It lately has been more stringent with processes that most competent engineers are already familiar with.
1575	Senior leaders are well compensated to deliver strong financial results on the backs of their employees. It finally became too difficult to look myself in the mirror and I left.
1576	"Big company with global presence. Honeywell does not value its employees. All work, all the time. Everyone in replaceable at any time."
1577	Large company is slow to change. Different managers provide different levels of oversight. Company is very slow to promote. Benefits are slowly being reduced. Work/life balance dependent upon manager.
1578	"Friendly environment, good co-workers, challenging projects low salaries, difficult to get promotions"
1579	"No transparency with employees within all levels. Management is somehow not knowledgeable about tasks their respective employees do. Training is difficult. Even though you are a salaried employee, you"
1580	Honeywell was a great place to work. Contracts end all to soon.
1581	"You are a faceless cog in the organization. If you are not an advocate for yourself, no one will be. Occasionally oppressive expectations around work hours and availability if you work in ISC."
1582	"personnel reduction, furloughs, no growing opportunities, not the most competitive salary, bad benefits, and bad management or micro-management however you want to call it."
1583	Puerto Rico SalarySalary increaseFurlough RiskLeadership decisions not well planned.
1584	Laid back environmentGood work environment A ton of benefits have been lostLayoffsFurloughsNo raises 1 or 2 years in a row
1585	"They are non flexible if going to school, you cannot advance within company without BA degree or know someone. Too many secrets and not enough communication."
1586	Too fast changes and sometimes strategies don't take their time to sink in.
1587	"Where to start...don't be fooled, darius is dave's clone without a personality (which can be pos or neg depending on your point of view). Other than the very small bubble I am currently in, what I see"
1588	Great electromechanical experience. Troubleshooting. Research and Development. Data Acquisition. Contract work and not very good health benefits.
1589	"If you've been at Honeywell for more than 10 years, you're nothing but a financial burden. They're looking to get rid if you."
1590	"Good compensation plan for sales, super expensive insurance and little to know annual base salary increase. Top heavy out of Touch Management."
1591	"Work balance, big company and reputable brand, ok benefits, definded pension plan which is rare nowadays. Job security, management, culture, lacks of career development."
1592	Six Sigma culture. Good tools. Outsourcing good American jobs to India.
1593	"No fun for PMs. Really. Too many metrics, many conflicting, with nearly impossible ability to achieve goals leading to bonus reductions. Big stick, no carrots."
1594	"Great people, and a great environment Aerospace business structure is lacking"
1595	"It is amazing to see in the aerospace business where the products provide profits for 25+ years, management focuses on quarterly stock market appeasement policy.Isn't it interesting that misses in for"
1596	Decent salary and benefits. Long Lowered medical benefits and 401k match
1597	Good training in ICS around lean manufacturing management focuses more on their own jobs
1598	I have been using the same tool for the past 12 years. The company needs to update on their software skill set higher to attract more works.
1599	Good pay. Performance based pay increases based on annual reviews. I really have to think hard. Only 1/2 hr lunch.
1600	Upward mobility is nonexistent. Advancing with degrees and certification pose a high risk of micromanagement and eventual job loss. Be prepared to search for a new position if you over-qualify for you
1601	Great people to work with Somewhat poo work life balance
1602	"Constant threat of layoffs and unpaid furloughs, no cost of living increases nor raises for a couple years running, poor benefits and getting worse, reduced 401K match, expensive insurance ($8000.00 a"
1603	"Week long unpaid furloughs company-wide followed by layoffs several times per year, agreed-to salary is sometimes reduced without consent, anything is possible to inflate the CEO Dave Cote's exit pack"
1604	Corporate had a plan to obsolete us from the time when they purchased our site but acted like we were part of long range forecasting. We were purchased in August 2011 and closed by June 2015 with OEM
1605	"Executive C-Level leadership out of touch with employee's value to the company... Furloughs or 10% reduction in salary for all employee's, CEO did not impose same on himself or his leadership team, wh"
1606	"Huge bureaucracy focused on what seems to exclusively quarterly gains at all costs.Lots of outsourcing. If you're role can have a procedure written up for it, better bet they are going to do anything"
1607	"a lot of overtime, can make good money. union shop, to much not working being done!"
1608	A little heavy with the administrative daily time card tracking and stop work states related to contractual obligations. But unavoidable due to government contract rules
1609	supports the joint warfighter via sustainment of the AFSCN Company in transition; sold to KBRWyle
1610	Corporation cares more about reaching dividend forecasts than motivating their people. 3 furloughs in one year. Or 3 weeks not paid. Looking for another job.
1611	"Horrible pay for a company its size. Multiple furloughs last year year, quarterly furloughs this year along with RIFs and no overtime. Same work load with way less people. Very bitter work staff. HR i"
1612	"Good brand, interesting product catagories Lack of collocation and resources in general"
1613	"Not a bad place to gain experience if you're just getting started and your spouse has decent health insurance. Job security is iffy, and none at all if you're a temp."
1614	I did find Dan to be quite abrasive at times. No fault to him though. I can also be abrasive at times.
1615	"Do not value employees, slow moving means most technology is not cutting edge. Poor benefits and numerous organizational changes. Inner company job changes are not encouraged and being pigeon holed is"
1616	Management did not value personal time. They expected you to work long hours and did not care about personal time outside a 40 hours work week. One manager wouldn't let an employee call his daughter w
1617	no direct feedback is given. very little room to grow in the company or move to different departments. Commute was not good
1618	"Enjoyed the work; great co-workers; good work-life balance Little old school; Reduction in Force based on last in, first out"
1619	"Honeywell stock prices are very high at the moment. Extremely poor benefits packages. Continuous wage freezes, layoffs and furloughs."
1620	some of the work is interesting edicts are issued from corporate
1621	Try to do too many things at once. Analysis is often just to check a box and doesn't lead to action or change. Lots of time on Powerpoint just to present up the chain.
1622	Great people and contract environment. Benefits are beginning to dwindle.
1623	"Decent pay, flexible hours, big company Furloughs, layoffs and politics. culture getting worse"
1624	"Ultra-poor leadership; starts at CEO. Layoffs, furloughs, no investment in Capital - literally have had a roof leaking in my lab for over 10 years without the investment to fix it. Most equipment 15-3"
1625	"Change is rapid and holistic, so merges with job consolidation and reduction in force actions are always present and a distraction."
1626	"Co-worker, good experience. Driving distance Benefits and pay. Rules change according to the individual"
1627	Great Benefits Package and job experience. Current challenge is job security due to restructuring
1628	Good people and culture. Much learning opportunities. No bonus for engineers. Recent furloughs and layoffs.
1629	"Low advancement opportunities, company care more about money than employees livelihood. No raises, medical benefits & other perks cut every year, while the CEO, VP & other upper level management salar"
1630	"Great manager, great opportunities to work in aerospace software engineering Lots of layoffs, furloughs, people retiring..."
1631	"Good pay, competitive 401k, diverse interesting variety of product offerings Lots of churn, pressure and disjointed leadership decisions"
1632	"Will keep you for two years as a contract worker then when your contract is over...BYE, FELICIA.Overworked to make management look good, in the end all that matters is money and how things look.No one"
1633	has been a fairly good company but now wall street expectations ruining the culture too frequent cuts in salary
1634	"Lack of long term vision, work & personal life imbalance, changing goals, short term growth thinking"
1635	honeywell is a greedy corporation that locked out its union employees that were making the company record numbers of production because the employees were not willing to accept concessions in their co
1636	Great people to work - co-workersGood LocationFlexible hours Company for sale (HTSI) - UnknownNo communication from LeadershipBad benefitsBad job security
1637	Steady employment good future I think Hard to fit in unless you grew up there
1638	"Team leader of. Production floor, forklift operator Shift work, no backup from a manager"
1639	"Medical benefits and retirement are not that great.Claim focused on safety but would rather cut corners and fudge data and calculations to get by.HOS pits employees against each other and drives ""chec"
1640	"Mandatory 10% salary cuts enacted in April 2016, all while posting record profits to Wall StShareholder value is the one and only focusEmployees are viewed as an expense only. Little training is avail"
1641	"They pay us. Fellow engineers are friendly and cooperative. Furloughs, layoffs, terrible management. Very obvious upper management has no regard whatsoever for their engineers."
1642	Large infrastructure and networking capabilities. No work/life balance. Everyone seems to be over worked.
1643	Leadership is aggressively cutting costs and not investing in the future. New programs often don't make it past the estimation process. VPD is not an agile process and doesn't seem to accelerate anyth
1644	"There were several employees that should not have been there for various reasons, but due to seniority would not be fired."
1645	a lot of global employees so time zone and travel related requirements can be demanding on work life balance.
1646	"Because of the volatility of the marketplace it is misguided to identify ""Cons"" concerning the Honeywell Corporation. I would like to see a review of the research interests at UOP and a reshuffling to"
1647	Recently have lost a big portion of my staff and this trend may continue and start feeling overloaded
1648	"Terrible culture. I'd estimate 85% of the employees in AERO wish they worked somewhere else. Zero investment in making it a fun, enjoyable place to work. Office are very outdated - frozen in time from"
1649	"Currently very internally oriented, frequent leadership changes, low headcount investment in US and W Europe."
1650	"Cannot think of any thing No raises, they lie to get employees to do what they want. No ethics"
1651	"They're attempt to implement best practices, drives away talented people.If you penalize people for bad habits, and not reward those that have good habits, then that is being selfish.They do not hire"
1652	"Good pay and benefits, great co-workers Management turnover too high, poor decision making"
1653	"Changes to the Six Sigma program continue to handicap employees who work in process areas. Salaries are not competitive, talent retention struggles"
1654	Employee Benefits are top notch. Career Growth is very limited.
1655	"good vacation and decent salary outrageous cost of benefits, constant furlough and layoff threats"
1656	Executive leadership is ruining morale. Leadership above site level is only about making the numbers and could care less about employee well being. Average employee receives two furloughs within a 7 m
1657	It is a good company to work for. The company distances itself from lower workers.
1658	"Frustrating, overly-cautious business strategy. Complete unwillingness to spend company money even when all signs including voice of customer point to strong demand. Minimal R&D funding; prone to cuts"
1659	"The company has reduced or deferred raises over the past several years, aggressively passed on health care cost to the employees, have lay-offs and furloughs and cut employee recognition expenses. HR"
1660	Health insurance is awful with a $3000 deductible then 80/20 but a lot of prescriptions are free. Employees are fearful of layoffs and spend more time negatively discussing their future rather then wo
1661	the friendly atmosphere and people The long extensive hours when overtime is needed
1662	Good training and development with continuous eagerness to improve on existing technology. Overall good place to work.
1663	"Great people, good pay, really enjoyed my job Unstable job security, too much non-value added practices costing customers more for their products"
1664	"Bad benefits, average salary, multiple rounds of layoffs/furlough this year, company is very process-driven and metric-driven, which kind of sucks the life out of employees. Honeywell is also extremel"
1665	"So many. Culture and morale, horrible . Job security is shaky every quarter for past 3 years. Management and leadership move so much and do no learn from mistakes because most of them don't even know"
1666	Pays decently starting out and not a very stressful work environment. Difficult to understand Honeywell specific processes
1667	Some people start and end in the same job. This company doesn't always promote their best talent.
1668	"Periodic layoffs, furloughs and some mandatory overtime for some groups. I've heard that management has changed over the years for the worse."
1669	Great deal of training. Furlows and layoffs. Employees not valued.
1670	Wanted more technical training to help with my responsibilitiesSystem needed some upgradingCorporate culture
1671	Very good company to work at None that i can think of at this point
1672	Can't think of many pros. Current challenge is job security due to restructuring
1673	- Outdated MES/ERP system (ERP based in DOS!!) with no update in sight. Slows production and processing to a crawl.- Poor training and continuous education / investment in employees skills- Corporate
1674	"Company tends to think short term - quarter to quarter instead of ignoring the pressures of Wall Street. Challenge of being a conglomerate - chemicals, aerospace, automation and controls in this day a"
1675	The company is very slow and has out-fashioned management style. It is very frustrating at times. This company is not for people who wants things to happen fast.
1676	"Great culture, group of people. Raises could never be over 2%, High deductible health plan, movement of jobs out of the USA"
1677	Good people to work alongside. lots of learning opportunities. two furloughs and two layoffs in less than 12 months.
1678	Benefits are getting cut every year. Management incentive cut 50% for band 4's under Director. Constant nickel and dimming employees on benefits is getting old.Design and development processes are cum
1679	Where to begin...this company being mismanaged from the top down and it is extremely management top heavy. Raises are almost non-existent on top of the below average pay. Schedules are made to meet cu
1680	More frequent furloughs and layoffs with hiring freeze. Doesn't matter if you performed excellent before performance review time there is no raise because of pay freeze. Low staff resources but the co
1681	Constantly making employees furlough in addition to constant lay offs claiming no money while the CEO & managers continue to receive millions of dollars in bonuses that are based on the employees perf
1682	"Nice people, close to home,don't really know what else to say No cola raise, 2% merit raises, management don't have a clue what's going on."
1683	"HR person used a confidential meeting I had with her to use against me to RIF me. She even stated that ""they"" hadn't even looked at the Admins for RIF's, until I went to talk to her of some of my conc"
1684	Constant downsizing little tolerance for thinking outside the box high deductible health insurance is not effective unless you never get sick very cold aloof environment
1685	"lots of Overtime, and the people are nice no raises/ or cost of living increase or bonus and healthcare not real good"
1686	There are a ton of well intended people working at this MN based global biz. Tons! There are so many political games internally that it makes it difficult to do good work.
1687	Cross-site micromanaging needs to stop. People that have limited knowledge of your process try to call the shots. Constant deflection of blame. Many people will try to throw others under the bus or ma
1688	Awesome people. High quality products. It has typical big company issues.
1689	There are a ton of acronyms that are hard to understand some times. The company is big so you are just a cog.
1690	"Too focused on shareholder at the expense of the employee. Recent merit increase freeze and bonus reductions in ACS business unit are common tactics to control cost. Shareholders win, executives win,"
1691	"The general vibe around the office is that this is a soul sucking place to work and the company is extremely cheap on the amenities, which makes it very difficult to come to work."
1692	"Limited increases during so-called ""promotion"". Decreased benefits year over year."
1693	"Summer hours, friendly people, relocation, housing, leadership. Busy work, desk job, long hours"
1694	"Ever since I joined in 2009, the company has been cutting salaries, denying raises, furloughing, laying people off and withholding promotions."
1695	"I have to look for new job since my last day is September 30, 2016. The company decided to move ISC operations to India."
1696	"None at this time due to furloughs, layoffs, and outsourcing. Lack of leadership and pensions. ...outsourcing"
1697	The hard working people I worked with made the job bearable. To name a few:ÿ- Short notice furloughsÿ- Lay offsÿ- No merit increasesÿ- Band 4 still retain their bonuses through all of this...
1698	"TERRIBLE benefits, insurance, and management. No one wants to make any decisions at the site level. Morale is horrible. Everyone stays in constant fear of losing their job. Absolute worst place to wor"
1699	Micro managing style of working. Huge amount of internal presentations and work. Unrealistic timelines and work expectations. No trust in the teams who are doing the work. Very poor travel policy
1700	You get to work with highly qualified team members. Great global exposure Highly political. Most senior strategy leadership plays favorites with the organization
1701	"Great projects, amazing colleagues, decent pay Company doesn't seem to value talent"
1702	Standard shifts with few deviations.Poor work/life balance for management.High deductible healthcare causes you to spend $5000 before it kicks in. Cost is very high.Starting compensation is good but d
1703	At the moment the Aerospace industry it's passing through difficult times and Honeywell is and all style business Corporation and the way they are addressing the issue it's not working. Because of tha
1704	"Lack of job security. Manage for metrics in a very short-sighted way. Lack of foresight and impulsive, reactionary upper management is creating a growing list of problems. Current corporate management"
1705	"Great Team of employees and customers Too many layoff's, uncertain future"
1706	"Local management has no autonomy. Nearly all decisions come out of Morristown. Almost non existent pay raises. Very difficult to move up. Old, rundown facilities. VERY LOW MORALE."
1707	Bureaucracy. Sometimes it takes moving a mountain to get things done. At times businesses analyze too much and miss the market opportunity.
1708	"Long hours, phone calls in the middle of the night due to simple production upsets that could've been fixed shortly and easily without a phone call waking me up."
1709	Great people. If you put in the effort you will get a lot out of the job. Not sure of aerospace's vision for the future working out.
1710	"No raises in 2 years. If you get one, it's no more than 2%. 10% pay cuts, bonuses cut by 50% if you are lucky enough to get them. Layoff and furloughs abound. Jobs going to either MX or India.High ded"
1711	"Good Entry-level Opportunities for recent graduates. None cons; fair employer, great peers, awesome work values."
1712	Benefits reduced and raises are unsufficient. They can work to improve employee motivation and morale.
1713	"The AFSCN is ending, need another job"
1714	good place to work. good work culture very few young people. In india mostly testing happens
1715	"Exciting Industry, good people, some very good leaders not always a stable industry, leadership has opted for employee furloughs"
1716	None at this point. No recommendation. No profit sharing. No bonus. No raise.
1717	Some of the software and data needs updating. Can be hard to drive results with the reassures you're given.
1718	"Excellent benefits, 401k, pension, vacation that increase with time at company. Management could use some people skills classes."
1719	"-No organic growth, only grow through acquisition-Very difficult to hire externally-Hard to move up because of scarcity of promotional opportunities-At least 50hr work week, worse when working on a pr"
1720	"Health insurance is very expensive, career growth is very slow to advance sometimes years , a lot of mandatory overtime"
1721	good experience to be gained there sacrifice employee salaries for profits
1722	Great pay and work environment I don't have any cons at this time
1723	Working at Honeywell could sometimes be stressful and lead to late night / weekend work. There needs to be a better work / life balance.
1724	"The benefits aren't so great, and management / HR can be very lackadaisical when it comes to allowing bad behavior from awful employees."
1725	"the people who work at HON all share similar laid-back, pleasant personalities. It is not competitive very unorganized, lack of training, conflicting initiatives"
1726	"Doing more with less is the norm and long hours are necessary. Everything is metrics driven, beyond reason. Mandatory requirements to create continuous improvement ideas has resulted in change for the"
1727	Opportunities to advance based on performance. Volatile economy affects for business decisions.
1728	Plenty of work and overtime Work life balance. Honeywell Aerospace ISC expects no less than 30 percent overtime to support business needs.
1729	The company is so big that is slow to move or implement faster. There is bureaucracy and many process to follow. Opportunities that can be address faster takes doble time.
1730	"Decreasing benefits, furloughs, no merit increases, no bonuses, bad executive management, no work life balance, low morale, CEO too focused on maximizing stakeholder wealth and will destroy workforce"
1731	people are great. low stress. expected to work all the time
1732	"Well established processes and proceduresUpdated hardware Frugal in spending, heavy work load, inconsistent messages from upper level management, poor benefit offerings"
1733	"Diverse product line, great stock performance Selected few get chosen for career growth opportunities, others (specially minorities) get stuck"
1734	I have been working there for 16 years Not the same as it was when I started.
1735	Good business plan and continued growth. Furloughs and Yearly pay increases skipped.
1736	"Great People, great team building process. Very consistent and honest about job requirements with help offered. Too many force reductions causing stress with employees."
1737	"Sometimes good work. Able to work up the corporate ladder. Non stressful environment. Outsourcing, budget cuts, feuding among groups, processes processes and more processes"
1738	people are friendly and helpful manager do not usually in office
1739	"In Kansas City, leadership is inconsistent and mercurial. There is a definite ""old boy"" mentality, and resistance to new ideas.The HR organization is mostly evil. If you're thinking of a job in commun"
1740	"Friendly, professional, good benefits, large company Remote supervisor, limited in NoVA,"
1741	The shareholders & CEO do not seem to care about their employees at all. They have squeezed as much as they can out of their employees. Their benefits package is basically you paying ridicules prices
1742	"Friendly staff, good workers, convenient location Management does not connect with staff"
1743	Great place to work if u can handle being rapped in a pressure cooker. management not to friendly to fellow employees.
1744	"Gained design experience and friendly coworkers. Layoffs, no raises, furloughs. Best quarterly profit isn't good enough for Wall Street."
1745	"Poor pay, benefits, enormous bureaucracy. Middle level executives unwilling to challenge the horrible process burden that is handed down from above as if all products require the same type of specific"
1746	"The company only values the bottom line. They show little value for people. You will get no training, very little effort towards safety... Constantly violating OSHA requirements...you have to do somet"
1747	Honeywell does not give annual raises. Honeywell is also known for furloughing their people without pay at least one week every year.
1748	"CEO Dave Cote served his apprenticeship under former GE Jack Welch in the late 1990s - 2000 and brought that baggage with him. Can't deny the success of the business, but much of it comes at the expen"
1749	Great diversity of positions available within Honeywell. Good benefits. Opportunities for advancement. High management turnover within 18 mo. - 2 years.
1750	This job is for people who aren't very social. The feeling around the warehouse is almost always nervous. They worry more about everything being in its proper place than they do about production. They
1751	lots of new work in many fields lots of meetings with out real meanings
1752	Sometimes it seems that there are too many chiefs and not enough Indians.
1753	Company talks about fast and right and much of the focus is only on fast.Sr Leaders cause a lot of churn in the organization with frequent demands on data and information.Many lower and mid level mana
1754	"I was there for 30+ years and have no regrets. As with all aerospace companies, it's not the same as it was 20 years ago."
1755	Very strong and forward looking company Admin work trickles down to professionals. Big waste of my time.
1756	Great Management System overall and team Hard to get integrated into
1757	"Company does not care about employee's safety. Could not balance overtime in a respectable way to make working there enjoyable. Would not invest into maintenance of equipment, would run it till it bro"
1758	Honestly like listed on here already there is nothing you can list as a pro when it comes to working in this department Low wagesTerrible managementFavoritismConstant hob threats
